,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
1788,인천광역시 연수구 송도국제대로 123,,2,,A04,A0401,A04011000,2925545,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/06/2882606_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2882606_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,한섬 오브제 현대송도,21984
1789,인천광역시 연수구 송도국제대로 123,,2,,A04,A0401,A04011000,2925804,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/11/2882611_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2882611_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,한섬 오즈세컨 현대송도,21984
1790,인천광역시 연수구 송도국제대로 123,,2,,A04,A0401,A04011000,2915553,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/95/2882595_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2882595_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,한섬 클럽모나코 현대송도,21984
1791,인천광역시 연수구 송도국제대로 123(송도동) 현대프리미엄아울렛 송도,,2,,A04,A0401,A04011000,2913457,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/45/2882545_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2882545_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,한섬 타미힐피거 현대송도,21984
1792,"인천광역시 연수구 송도국제대로 123(송도동, 현대프리미엄아울렛 송도점)",,2,,A04,A0401,A04011000,2925796,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/10/2882610_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2882610_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,한섬 타임 현대송도,21984
1793,"인천광역시 연수구 송도국제대로 123(송도동, 현대프리미엄아울렛 송도점)",,2,,A04,A0401,A04011000,2913793,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/48/2882548_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2882548_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,한섬 타임옴므 현대송도,21984
1794,인천광역시 연수구 송도국제대로 123,,2,,A04,A0401,A04011000,2926883,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/19/2882619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2882619_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,한섬 폼 현대송도,21984
1795,인천광역시 연수구 테크노파크로 180,(송도동),2,,A05,A0502,A05020100,2768086,39,2.02111E+13,,,126.6389152,37.3909075,6,2.02212E+13,8,,한양 한옥마을점,22004
1796,인천광역시 연수구 청량로113번길 1,,2,,A05,A0502,A05020100,603533,39,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/07/1887107_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1887107_image3_1.jpg,126.654838,37.41761579,6,2.02209E+13,8,032-833-5665,한양정,21945
1797,인천광역시 서구 원적로96번길 14,,2,,A05,A0502,A05020100,2891430,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/29/2891429_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2891429_image3_1.jpg,126.6835638,37.49421851,6,2.0221E+13,7,,한우야한우야,22810
1798,인천광역시 서구 도요지로 179,,2,,A05,A0502,A05020100,2843933,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/28/2843928_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2843928_image3_1.jpg,126.6699994,37.55727205,6,2.02208E+13,7,,한우한우만,22694
1799,인천광역시 서구 청라에메랄드로163번길 3-9,,2,,A05,A0502,A05020100,2878136,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/34/2878134_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2878134_image3_1.jpg,126.6557846,37.53925723,6,2.0221E+13,7,,한울능이버섯백숙,22734
1800,인천광역시 강화군 화도면 해안남로 1046,,2,,A05,A0502,A05020100,2781331,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/53/2786753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2786753_image2_1.jpg,126.4639471,37.619064,6,2.02211E+13,1,,한자리한턱,23059
1801,인천광역시 중구 제물량로 238,(항동1가),2,0,A02,A0203,A02030400,652305,14,2.00811E+13,http://tong.visitkorea.or.kr/cms/resource/31/1933131_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1933131_image3_1.jpg,126.6187731,37.4735781,6,2.02304E+13,10,,한중문화관,22314
1802,인천광역시 중구 우현로35번길 14-1,(신포동),2,0,A02,A0203,A02030200,2795229,12,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/20/2796320_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2796320_image2_1.jpg,126.6262058,37.47068134,6,2.02211E+13,10,,한지생각이닥,22322
1803,인천광역시 중구 을왕동 179-330,,2,,A05,A0502,A05020100,2784727,39,2.02112E+13,,,126.3952081,37.44674952,6,2.02211E+13,10,,한판떠조개구이,
1804,인천광역시 연수구 청량로 235,,2,,A05,A0502,A05020100,2852288,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/82/2852282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2852282_image3_1.jpg,126.6532879,37.42763682,6,2.02209E+13,8,,할머니 즉석떡볶이,21948
1805,인천광역시 연수구 연수동 638-6,,2,0,A02,A0203,A02030100,2768141,12,2.02111E+13,,,126.6836574,37.42599588,6,2.02206E+13,8,,함박마을,21912
1806,인천광역시 강화군 화도면 해안남로1196번길 38,,2,,A03,A0302,A03021700,131489,28,2.00303E+13,http://tong.visitkorea.or.kr/cms/resource/96/1578996_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1578996_image3_1.jpg,126.4526206,37.61138692,6,2.02207E+13,1,032-930-7066~7,함허동천야영장,23059
1807,인천광역시 연수구 송도국제대로 123,,2,,A04,A0401,A04011000,2927744,38,2.0221E+13,,,126.6579998,37.38280322,6,2.02212E+13,8,,핫트랙스 현대 송도점,21984
1808,인천광역시 강화군 삼산면 삼산서로310번길 21,,2,,A03,A0303,A03030500,2768065,28,2.02111E+13,,,126.2868054,37.70608131,6,2.02212E+13,1,,항포낚시터,23005
1809,인천광역시 계양구 장제로 1420-17,,2,,A05,A0502,A05020100,2839353,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/42/2839342_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2839342_image3_1.jpg,126.725513,37.58642242,6,2.02208E+13,2,,해가연,21003
1810,인천광역시 옹진군 영흥면 영흥로251번길 24,,2,0,A02,A0201,A02010700,128031,12,2.00401E+13,,,126.4847913,37.25773137,6,2.02205E+13,9,,해군영흥도 전적비,23119
1811,인천광역시 강화군 해안남로 1476,1층,2,,A05,A0502,A05020100,2872375,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/57/2872357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2872357_image3_1.jpg,126.4589538,37.59295584,6,2.0221E+13,1,,해남회조개구이,23062
1812,인천광역시 연수구 해돋이로 51,(송도동),2,0,A02,A0202,A02020700,2766397,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/86/2780886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2780886_image2_1.jpg,126.6548416,37.3885775,6,2.02212E+13,8,,해돋이공원,21997
1813,인천광역시 강화군 길상면 장흥로101번길 44,,2,0,A02,A0206,A02060500,2552255,14,2.01806E+13,http://tong.visitkorea.or.kr/cms/resource/52/2552252_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2552252_image2_1.jpg,126.5088571,37.61212393,6,2.02211E+13,1,,해든뮤지움,23052
1814,인천광역시 중구 늘목로 23,(을왕동),2,,B02,B0201,B02011100,2624035,32,2.0191E+13,,,126.3958579,37.45258496,,2.02305E+13,10,"010-4501-3958, 010-9654-3550",해뜨는 집(을왕리 해뜨는집),22384
1815,인천광역시 강화군 삼산면 석포리 산 185,,2,0,A01,A0101,A01010400,2768124,12,2.02111E+13,,,126.3538722,37.67903008,6,2.02301E+13,1,,해명산,23007
1816,인천광역시 강화군 삼산면 삼산남로 400-10,,2,,A05,A0502,A05020100,2768114,39,2.02111E+13,,,126.3558445,37.66809528,6,2.02212E+13,1,,해명산두부촌,23007
1817,인천광역시 서구 청라에메랄드로41번길 11 코르텐빌,,2,,A05,A0502,A05020100,2839439,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/26/2839426_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2839426_image3_1.jpg,126.655096,37.52893341,6,2.02208E+13,7,,해미루,22740
1818,인천광역시 미추홀구 독배로492번길 38,,2,,A05,A0502,A05020100,2902715,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/10/2902710_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2902710_image3_1.jpg,126.6455515,37.46305202,6,2.02211E+13,3,,해미집,22172
1819,인천광역시 연수구 앵고개로83번길 15,,2,,A05,A0502,A05020100,603706,39,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/12/1887112_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1887112_image3_1.jpg,126.6543271,37.41279134,6,2.02209E+13,8,032-831-1982,해변가,21944
1820,인천광역시 중구 연안부두로 17,해변빌딩 2층,2,,A05,A0502,A05020100,2846980,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/71/2846971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2846971_image3_1.jpg,126.6040527,37.45607987,6,2.02209E+13,10,,해변식당,22348
1821,인천광역시 중구 무의동 95-4,,2,0,A01,A0101,A01010500,2769795,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/30/2791030_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/30/2791030_image2_1.png,126.41175,37.38584855,6,2.02211E+13,10,,해상관광탐방로,22387
1822,인천광역시 중구 마시란로 411,,2,,A05,A0502,A05020100,2847004,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/96/2846996_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2846996_image3_1.jpg,126.391964,37.44787433,6,2.02208E+13,10,,해상궁,22384
1823,인천광역시 중구 공항서로 177,(남북동),2,,A05,A0502,A05020100,2769504,39,2.02111E+13,,,126.4304523,37.44276726,6,2.02301E+13,10,,해송쌈밥,22385
1824,인천광역시 옹진군 영흥면 영흥서로 523,,2,,B02,B0201,B02010700,2613374,32,2.01907E+13,,,126.4529354,37.27480661,,2.01911E+13,9,010-2994-4433,해송펜션,23117
1825,인천광역시 서구 봉수대로 257,(가좌동),2,0,A02,A0202,A02020400,701642,12,2.00902E+13,,,126.6606686,37.49874813,6,2.02302E+13,7,,해수워터피아,22844
1826,인천광역시 강화군 양도면 해안서로 331,,2,,A05,A0502,A05020300,2768100,39,2.02111E+13,,,126.408176,37.6639689,6,2.02212E+13,1,,해운정양식장,23057
1827,인천광역시 연수구 송도미래로 30 송도 BRC 스마트밸리 지식산업센터,F동 304호,2,,A05,A0502,A05020100,134717,39,2.00411E+13,http://tong.visitkorea.or.kr/cms/resource/20/1873020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1873020_image3_1.jpg,126.6481178,37.36817975,6,2.0221E+13,8,032-815-7416,해월토장,21990
1828,인천광역시 동구 동산로87번길 6,,2,,A05,A0502,A05020100,601980,39,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/25/1924525_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1924525_image3_1.jpg,126.6449151,37.47508949,6,2.02209E+13,5,032-766-0335,해장국집,22557
1829,인천광역시 남동구 풀무로 4,,2,,A05,A0502,A05020400,2867136,39,2.0221E+13,,,126.7084484,37.46927185,6,2.0221E+13,4,,해중루,21510
1830,인천시 강화군 길상면 선두리 907-3,,2,,A03,A0302,A03021700,2755520,28,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/51/2756351_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/2756351_image2_1.JPG,126.4831901,37.60676022,6,2.02211E+13,1,,햇솔오토캠핑장,
1831,인천광역시 강화군 화도면 마니산로 902-11,,2,,A03,A0302,A03021700,2734083,28,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/98/2734798_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/2734798_image2_1.JPG,126.4002941,37.63847729,6,2.02211E+13,1,,행복한 소풍 캠핑장,23060
1832,인천광역시 계양구 장제로 1362,,2,,A05,A0502,A05020100,2875365,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/58/2875358_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2875358_image3_1.jpg,126.7276574,37.58148136,6,2.0221E+13,2,,향원정,21003
1833,인천광역시 중구 백년로9번길 8-1,(운서동),2,,B02,B0201,B02011100,2621166,32,2.01909E+13,,,126.4883092,37.50153366,,2.02003E+13,10,010-6230-5242,허브 게스트 하우스(Hub Guest House),22363
1834,인천광역시 서구 승학로 525 서구국민체육센터,,2,,A02,A0207,A02070200,2824953,15,2.02206E+13,http://tong.visitkorea.or.kr/cms/resource/85/2987185_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/85/2987185_image3_1.png,126.6779234,37.56630725,6,2.02305E+13,7,032-569-7980,허암예술제,22704
1835,인천광역시 강화군 삼산면 어류정길198번길 8,,2,,A03,A0302,A03021700,2755691,28,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/51/2756451_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/2756451_image2_1.JPG,126.3362106,37.65344942,6,2.02301E+13,1,,헬로 카라반,23007
1836,인천광역시 연수구 송도국제대로 123 (송도동),,2,,A04,A0401,A04011000,2930654,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/31/2882631_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2882631_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,현대프리미엄아울렛 송도,21984
1837,인천광역시 중구 용유로21번길 69,,2,,A05,A0502,A05020100,2847036,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/33/2847033_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2847033_image3_1.jpg,126.4253308,37.4311713,6,2.02209E+13,10,,현미네 조개구이,22385
1838,인천광역시 남동구 문화서로18번길 35,,2,,A05,A0502,A05020100,135430,39,2.00703E+13,http://tong.visitkorea.or.kr/cms/resource/10/1873110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1873110_image3_1.jpg,126.6980333,37.44684094,6,2.02304E+13,4,032-421-2820,형제한우소곱창,21568
1839,인천광역시 중구 신포로15번길 48,,2,0,A02,A0206,A02060100,2553893,14,2.01807E+13,http://tong.visitkorea.or.kr/cms/resource/89/2553889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2553889_image2_1.jpg,126.6220506,37.47190335,6,2.02209E+13,10,,혜명단청박물관,22314
1840,인천광역시 중구 참외전로13번길 21,,2,,A05,A0502,A05020400,2847059,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/51/2847051_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2847051_image3_1.jpg,126.6205255,37.48037734,6,2.02209E+13,10,,혜빈장,22308
1841,인천광역시 서구 청라커낼로319번길 3-14,,2,,A05,A0502,A05020400,2843944,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/42/2843942_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2843942_image3_1.jpg,126.6436385,37.53682396,6,2.02208E+13,7,,호가화,22748
1842,,,2,,C01,C0115,C01150001,1909257,25,2.01403E+13,http://tong.visitkorea.or.kr/cms/resource/47/1579047_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1579047_image3_1.jpg,126.5138817,37.70931825,6,2.02112E+13,1,,호국돈대길의 풍광 좋은 바다를 걸어보자,
1843,인천광역시 연수구 송도과학로16번길 33-3 송도 트리플스트리트,C동 지하2층,2,,A05,A0502,A05020100,2905193,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/30/2904930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2904930_image3_1.jpg,126.6612635,37.37987029,6,2.02211E+13,8,,호랭이곳간 본점,21984
1844,인천광역시 중구 대무의로 464,(무의동),2,0,A01,A0101,A01010400,1945662,12,2.01409E+13,http://tong.visitkorea.or.kr/cms/resource/59/1945659_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1945659_image2_1.jpg,126.425049,37.37685261,6,2.02205E+13,10,,호룡곡산,22388
1845,인천광역시 부평구 경인로 847,(부평동),2,0,A02,A0201,A02010800,1619027,12,2.01204E+13,http://tong.visitkorea.or.kr/cms/resource/31/1577531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1577531_image3_1.jpg,126.7146196,37.48425633,6,2.02212E+13,6,,호명사,21410
1846,인천광역시 연수구 청룡로 80,(옥련동),2,0,A02,A0201,A02010800,1619210,12,2.01204E+13,http://tong.visitkorea.or.kr/cms/resource/22/1577622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1577622_image3_1.jpg,126.6583237,37.42144596,6,2.02205E+13,8,,호불사,21941
1847,인천광역시 연수구 센트럴로 123 송도컨벤시아,1층 M-03호,2,,A05,A0502,A05020300,2912951,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/37/2912937_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2912937_image3_1.jpg,126.6466173,37.39002441,6,2.02301E+13,8,,호천당 인천 송도점,21998
1848,인천광역시 중구 신도시남로150번길 18,,2,,B02,B0201,B02010100,970092,32,2.01003E+13,http://tong.visitkorea.or.kr/cms/resource/86/1355486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1355486_image3_1.jpg,126.4925563,37.49449011,6,2.02212E+13,10,032-746-4417,호텔 준 (Hotel June Incheon Airport),22371
1849,인천광역시 계양구 계양대로 28,,2,,B02,B0201,B02010100,143151,32,2.00704E+13,http://tong.visitkorea.or.kr/cms/resource/94/1348094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1348094_image3_1.jpg,126.7229427,37.52639047,6,2.02303E+13,2,032-556-0880,호텔 카리스 ,21120
1850,인천광역시 중구 마시란로 34,(덕교동),2,,B02,B0201,B02010100,138967,32,2.00611E+13,,,126.4218257,37.42637457,6,2.02211E+13,10,032-752-8281~2,호텔 파크우드,22385
1851,인천광역시 부평구 부평문화로116번길 17,,2,,B02,B0201,B02010900,1747976,32,2.01211E+13,http://tong.visitkorea.or.kr/cms/resource/66/1745566_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1745566_image3_1.jpg,126.7293291,37.49329443,6,2.02209E+13,6,032-523-2668,호텔러브스업 2호점,21396
1852,인천광역시 연수구 능허대로191번길 12,,2,,B02,B0201,B02010900,1965379,32,2.01411E+13,,,126.6507856,37.41859338,6,2.0221E+13,8,032-831-6661,호텔미투,21946
1853,인천광역시 계양구 계양문화로17번길 4,,2,,B02,B0201,B02010900,1747887,32,2.01211E+13,,,126.7357441,37.53252887,6,2.02209E+13,2,032-552-2266,호텔부티앤(HOTEL BUTI&),21079
1854,인천광역시 연수구 컨벤시아대로 233 호텔스카이파크인천송도,,2,,B02,B0201,B02010100,2918644,32,2.02209E+13,,,126.6387487,37.384636,6,2.02211E+13,8,,호텔스카이파크인천송도,22011
1855,인천광역시 연수구 대암로 3,(옥련동),2,,B02,B0201,B02010900,1832440,32,2.01308E+13,http://tong.visitkorea.or.kr/cms/resource/69/1832469_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/1832469_image2_1.JPG,126.6508273,37.41701024,6,2.0221E+13,8,032-813-2222,호텔아마레,21945
1856,인천광역시 부평구 경원대로1417번길 12,,2,,B02,B0201,B02010900,2019278,32,2.01507E+13,http://tong.visitkorea.or.kr/cms/resource/07/2723507_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2723507_image2_1.jpg,126.72671,37.49198898,6,2.02301E+13,6,,호텔야자 부평역점,21395
1857,인천광역시 미추홀구 한나루로 588,,2,,B02,B0201,B02010900,1876879,32,2.01412E+13,http://tong.visitkorea.or.kr/cms/resource/39/1876939_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/39/1876939_image2_1.JPG,126.6723797,37.45846691,6,2.0221E+13,3,032-873-5123,호텔여행(구 엠버호텔),22153
1858,인천광역시 연수구 능허대로179번길 43,,2,,B02,B0201,B02010100,1963542,32,2.01411E+13,,,126.6516744,37.42009323,6,2.0221E+13,8,"032-834-1771, 7667",호텔큐브,21946
1859,인천광역시 연수구 인천타워대로 251,,2,,B02,B0201,B02010100,2373814,32,2.01603E+13,http://tong.visitkorea.or.kr/cms/resource/02/2373802_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2373802_image2_1.jpg,126.6328629,37.39311825,6,2.0221E+13,8,032-250-0000,홀리데이인 인천 송도,22008
1860,인천광역시 서구 가정로151번길 11 (가좌동),,2,,A04,A0401,A04011000,2901929,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/90/2882890_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2882890_image3_1.jpg,126.670751,37.49770121,6,2.02211E+13,7,,홈플러스 가좌,22832
1861,인천광역시 남동구 경원대로 971 (간석동),,2,,A04,A0401,A04011000,2907030,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/48/2882448_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2882448_image3_1.jpg,126.6890918,37.46961591,6,2.02211E+13,4,,홈플러스 간석,21500
1862,인천광역시 연수구 송도국제대로 165,,2,,A04,A0401,A04011000,2917817,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/65/2882565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2882565_image3_1.jpg,126.6563861,37.38027849,6,2.02211E+13,8,,홈플러스 송도,21984
1863,인천광역시 남동구 청능대로 596,푸르지오시티,2,,A04,A0401,A04011000,2928918,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/63/2882463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2882463_image3_1.jpg,126.7256626,37.40067457,6,2.02212E+13,4,,홈플러스 인천논현,21667
1864,인천광역시 미추홀구 석정로 51,홈플러스,2,,A04,A0401,A04011000,2904189,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/47/2882747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2882747_image3_1.jpg,126.6435211,37.46564057,6,2.02212E+13,3,,홈플러스 인천숭의,22160
1865,인천광역시 연수구 청능대로 210 (동춘동),,2,,A04,A0401,A04011000,2906193,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/75/2882475_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2882475_image3_1.jpg,126.6836357,37.40605098,6,2.02212E+13,8,,홈플러스 인천연수,21975
1866,인천광역시 서구 중봉대로 587 (경서동) 홈플러스 인천청라점,,2,,A04,A0401,A04011000,2904597,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/26/2882826_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2882826_image3_1.jpg,126.6487548,37.53242734,6,2.02211E+13,7,,홈플러스 인천청라,22762
1867,인천광역시 계양구 계양대로 27 (작전동),,2,,A04,A0401,A04011000,2930959,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/09/2882409_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2882409_image3_1.jpg,126.7212706,37.52622934,6,2.02212E+13,2,,홈플러스 작전,21111
1868,인천광역시 계양구 오조산공원로 14 (계산동),,2,,A04,A0401,A04011000,2913905,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/06/2882406_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2882406_image3_1.jpg,126.7362022,37.53952251,6,2.02211E+13,2,,홈플러스스토어즈 계산,21060
1869,인천광역시 남동구 예술로 198 (구월동),,2,,A04,A0401,A04011000,2924592,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/52/2882452_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2882452_image3_1.jpg,126.7019633,37.45177932,6,2.02211E+13,4,,홈플러스스토어즈 구월,21558
1870,인천광역시 미추홀구 소성로 6,,2,,A04,A0401,A04011000,2912495,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/49/2882749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2882749_image3_1.jpg,126.6508626,37.44712063,6,2.02211E+13,3,,홈플러스스토어즈 인하,22201
1871,인천광역시 계양구 안남로 511,,2,,A05,A0502,A05020100,2873520,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/03/2873503_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2873503_image3_1.jpg,126.7108076,37.52870387,6,2.02211E+13,2,,홍가명가궁석갈비,21103
1872,인천광역시 중구 송학동,,2,0,A02,A0201,A02010300,944855,12,2.01002E+13,http://tong.visitkorea.or.kr/cms/resource/23/1577723_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1577723_image3_1.jpg,126.6263307,37.47455034,6,2.02203E+13,10,,홍예문,22315
1873,인천광역시 강화군 교동면 교동남로 229-9,,2,0,A02,A0201,A02010800,2765229,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/41/2780741_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/41/2780741_image2_1.png,126.2928029,37.77648708,6,2.02212E+13,1,,화개사,23001
1874,인천광역시 동구 화도진로 114,,2,0,A02,A0202,A02020700,1114618,12,2.0101E+13,http://tong.visitkorea.or.kr/cms/resource/49/980449_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/980449_image3_1.jpg,126.6288886,37.48248557,6,2.02209E+13,5,,화도진공원,22511
1875,인천광역시 동구 화도진로 114,(화수동),2,0,A02,A0206,A02060300,1619680,14,2.01205E+13,http://tong.visitkorea.or.kr/cms/resource/61/1578761_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1578761_image3_1.jpg,126.6283387,37.4814468,6,2.02209E+13,5,,화도진전시관,22511
1876,인천광역시 동구 화도진로 114,(화수동),2,0,A02,A0201,A02010200,126836,12,2.00606E+13,http://tong.visitkorea.or.kr/cms/resource/08/980608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/980608_image3_1.jpg,126.6288886,37.4824828,6,2.02212E+13,5,,화도진지,22511
1877,인천광역시 남동구 인주대로591번길 71 현영빌딩,,2,,A05,A0502,A05020100,2901138,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/27/2901127_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2901127_image3_1.jpg,126.7028521,37.45355691,6,2.02211E+13,4,,화룽 구월점,21557
1878,인천광역시 미추홀구 장천로 5-8,,2,,A05,A0502,A05020100,2832597,39,2.02208E+13,,,126.64526,37.45906081,6,2.02208E+13,3,,화양계곡민물매운탕,22173
